class_cat,seq_name,class_id,qp,msr,IDF1,IDP,IDR,Rcll,Prcn,GT,MT,PT,ML,FP,FN,IDs,FM,MOTA,MOTP,IDt,IDa,IDm
ClassE,Johnny,all,34,32,85.7,90.0,81.8,81.8,90.0,11,9,0,2,600,1200,0,0,72.7,0.204,0,0,0
ClassE,Johnny,0,34,64,82.4,87.5,77.8,77.8,87.5,9,7,0,2,600,1200,0,0,66.7,0.210,0,0,0
ClassE,Johnny,27,34,64,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.133,0,0,0
ClassE,Johnny,63,34,64,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.221,0,0,0
ClassE,Johnny,all,34,64,85.7,90.0,81.8,81.8,90.0,11,9,0,2,600,1200,0,0,72.7,0.203,0,0,0
ClassE,Johnny,0,38,16,76.9,86.2,69.5,69.5,86.2,9,6,1,2,600,1645,1,1,58.4,0.238,0,1,0
ClassE,Johnny,27,38,16,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.134,0,0,0
ClassE,Johnny,63,38,16,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.234,0,0,0
ClassE,Johnny,all,38,16,81.5,89.2,75.0,75.1,89.2,11,8,1,2,600,1645,1,1,66.0,0.225,0,1,0
ClassE,Johnny,0,38,32,75.8,85.2,68.3,69.0,86.1,9,6,1,2,600,1672,2,3,57.9,0.249,0,2,0
ClassE,Johnny,27,38,32,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.139,0,0,0
ClassE,Johnny,63,38,32,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.224,0,0,0
ClassE,Johnny,all,38,32,80.6,88.4,74.1,74.7,89.1,11,8,1,2,600,1672,2,3,65.5,0.233,0,2,0
ClassE,Johnny,0,38,64,75.0,85.7,66.7,66.7,85.7,9,6,0,3,600,1800,0,0,55.6,0.246,0,0,0
ClassE,Johnny,27,38,64,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.138,0,0,0
ClassE,Johnny,63,38,64,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.231,0,0,0
ClassE,Johnny,all,38,64,80.0,88.9,72.7,72.7,88.9,11,8,0,3,600,1800,0,0,63.6,0.231,0,0,0
ClassE,KristenAndSara,0,18,16,44.3,74.7,31.5,31.5,74.7,15,4,1,10,833,5351,0,3,20.8,0.210,0,0,0
ClassE,KristenAndSara,63,18,16,0.0,0.0,0.0,0.0,0.0,1,0,0,1,600,600,0,0,-100.0,nan,0,0,0
ClassE,KristenAndSara,67,18,16,9.2,56.6,5.0,8.7,98.1,1,0,0,1,1,548,2,2,8.2,0.300,0,2,0
ClassE,KristenAndSara,all,18,16,38.4,63.1,27.6,27.8,63.6,17,4,1,12,1434,6499,2,5,11.9,0.212,0,2,0
ClassE,KristenAndSara,0,18,32,44.1,74.4,31.3,31.3,74.4,15,4,0,11,841,5361,0,1,20.6,0.208,0,0,0
ClassE,KristenAndSara,63,18,32,0.0,0.0,0.0,0.0,0.0,1,0,0,1,600,600,0,0,-100.0,nan,0,0,0
ClassE,KristenAndSara,67,18,32,11.1,56.1,6.2,10.8,98.5,1,0,0,1,1,535,2,3,10.3,0.306,0,2,0
ClassE,KristenAndSara,all,18,32,38.3,62.8,27.6,27.9,63.5,17,4,0,13,1442,6496,2,4,11.8,0.211,0,2,0
ClassE,KristenAndSara,0,18,64,43.9,73.4,31.3,31.3,73.4,15,4,0,11,885,5361,0,1,20.0,0.208,0,0,0
ClassE,KristenAndSara,63,18,64,0.0,0.0,0.0,0.0,0.0,1,0,0,1,600,600,0,0,-100.0,nan,0,0,0
ClassE,KristenAndSara,67,18,64,11.5,51.3,6.5,12.7,100.0,1,0,0,1,0,524,4,4,12.0,0.313,0,4,0
ClassE,KristenAndSara,all,18,64,38.2,62.0,27.6,28.0,62.9,17,4,0,13,1485,6485,4,5,11.5,0.212,0,4,0
ClassE,KristenAndSara,0,22,16,44.3,74.1,31.5,31.5,74.1,15,4,0,11,861,5344,0,3,20.5,0.209,0,0,0
ClassE,KristenAndSara,63,22,16,0.0,0.0,0.0,0.0,0.0,1,0,0,1,606,600,0,0,-101.0,nan,0,0,0
ClassE,KristenAndSara,67,22,16,13.8,49.0,8.0,16.2,99.0,1,0,0,1,1,503,6,6,15.0,0.303,0,6,0
ClassE,KristenAndSara,all,22,16,38.5,62.3,27.9,28.4,63.6,17,4,0,13,1468,6447,6,9,12.1,0.212,0,6,0
ClassE,KristenAndSara,0,22,32,44.0,74.5,31.2,31.4,74.8,15,4,0,11,823,5359,3,8,20.8,0.206,0,3,0
ClassE,KristenAndSara,63,22,32,0.0,0.0,0.0,0.0,0.0,1,0,0,1,603,600,0,0,-100.5,nan,0,0,0
ClassE,KristenAndSara,67,22,32,17.6,35.5,11.7,32.7,99.5,1,0,1,0,1,404,6,7,31.5,0.320,0,6,0
ClassE,KristenAndSara,all,22,32,38.3,61.6,27.8,29.4,64.9,17,4,1,12,1427,6363,9,15,13.4,0.215,0,9,0
ClassE,KristenAndSara,0,22,64,44.4,73.5,31.8,31.8,73.5,15,4,0,11,893,5328,0,5,20.3,0.210,0,0,0
ClassE,KristenAndSara,63,22,64,0.0,0.0,0.0,0.0,0.0,1,0,0,1,601,600,0,0,-100.2,nan,0,0,0
ClassE,KristenAndSara,67,22,64,13.6,40.2,8.2,20.2,99.2,1,0,1,0,1,479,6,6,19.0,0.319,0,6,0
ClassE,KristenAndSara,all,22,64,38.6,61.7,28.1,28.9,63.5,17,4,1,12,1495,6407,6,11,12.2,0.215,0,6,0
ClassE,KristenAndSara,0,26,16,44.2,75.0,31.3,31.3,75.0,15,4,0,11,814,5364,0,1,20.9,0.204,0,0,0
ClassE,KristenAndSara,63,26,16,0.0,0.0,0.0,0.0,0.0,1,0,0,1,600,600,0,0,-100.0,nan,0,0,0
ClassE,KristenAndSara,67,26,16,13.1,32.9,8.2,24.0,96.6,1,0,1,0,5,456,4,4,22.5,0.306,0,4,0
ClassE,KristenAndSara,all,26,16,38.3,62.2,27.7,28.7,64.6,17,4,1,12,1419,6420,4,5,12.9,0.210,0,4,0
ClassE,KristenAndSara,0,26,32,44.2,75.0,31.3,31.5,75.5,15,4,0,11,800,5345,1,2,21.3,0.207,0,1,0
ClassE,KristenAndSara,63,26,32,0.0,0.0,0.0,0.0,0.0,1,0,0,1,600,600,0,0,-100.0,nan,0,0,0
ClassE,KristenAndSara,67,26,32,15.7,46.0,9.5,19.8,96.0,1,0,0,1,5,481,5,5,18.2,0.304,0,5,0
ClassE,KristenAndSara,all,26,32,38.5,62.8,27.8,28.7,64.8,17,4,0,13,1405,6426,6,7,13.0,0.212,0,6,0
ClassE,KristenAndSara,0,26,64,44.6,76.5,31.5,32.0,77.7,15,4,0,11,715,5312,1,6,22.8,0.210,0,1,0
ClassE,KristenAndSara,63,26,64,0.0,0.0,0.0,0.0,0.0,1,0,0,1,600,600,0,0,-100.0,nan,0,0,0
ClassE,KristenAndSara,67,26,64,14.8,36.1,9.3,25.0,96.8,1,0,1,0,5,450,5,7,23.3,0.312,0,5,0
ClassE,KristenAndSara,all,26,64,38.7,63.4,27.9,29.4,66.7,17,4,1,12,1320,6362,6,13,14.6,0.216,0,6,0
ClassE,KristenAndSara,0,30,16,43.8,73.4,31.2,31.3,73.6,15,4,0,11,878,5362,1,1,20.1,0.191,0,1,0
ClassE,KristenAndSara,63,30,16,0.0,0.0,0.0,0.0,0.0,1,0,0,1,600,600,0,0,-100.0,nan,0,0,0
ClassE,KristenAndSara,67,30,16,62.9,70.3,56.8,80.8,100.0,1,1,0,0,0,115,2,3,80.5,0.352,0,2,0
ClassE,KristenAndSara,all,30,16,41.4,63.1,30.9,32.5,66.5,17,5,0,12,1478,6077,3,4,16.1,0.218,0,3,0
ClassE,KristenAndSara,0,30,32,43.8,72.6,31.3,31.7,73.5,15,4,0,11,891,5330,2,2,20.3,0.189,0,2,0
ClassE,KristenAndSara,63,30,32,0.0,0.0,0.0,0.0,0.0,1,0,0,1,600,600,0,0,-100.0,nan,0,0,0
ClassE,KristenAndSara,67,30,32,22.7,28.6,18.8,65.8,100.0,1,0,1,0,0,205,6,7,64.8,0.361,0,6,0
ClassE,KristenAndSara,all,30,32,38.3,58.6,28.4,31.9,65.8,17,4,1,12,1491,6135,8,9,15.2,0.212,0,8,0
ClassE,KristenAndSara,0,30,64,43.8,73.1,31.2,31.5,73.7,15,4,0,11,879,5349,1,1,20.2,0.190,0,1,0
ClassE,KristenAndSara,63,30,64,0.0,0.0,0.0,0.0,0.0,1,0,0,1,600,600,0,0,-100.0,nan,0,0,0
ClassE,KristenAndSara,67,30,64,22.5,31.6,17.5,55.3,100.0,1,0,1,0,0,268,5,8,54.5,0.345,0,5,0
ClassE,KristenAndSara,all,30,64,38.3,59.6,28.2,31.0,65.4,17,4,1,12,1479,6217,6,9,14.5,0.208,0,6,0
ClassE,KristenAndSara,0,34,16,43.6,73.6,31.0,31.0,73.6,15,4,0,11,868,5389,0,0,19.9,0.204,0,0,0
ClassE,KristenAndSara,63,34,16,0.0,0.0,0.0,0.0,0.0,1,0,0,1,600,600,0,0,-100.0,nan,0,0,0
ClassE,KristenAndSara,67,34,16,59.9,63.6,56.7,89.2,100.0,1,1,0,0,0,65,1,2,89.0,0.334,0,1,0
ClassE,KristenAndSara,all,34,16,41.1,62.4,30.6,32.8,66.8,17,5,0,12,1468,6054,1,2,16.5,0.228,0,1,0
ClassE,KristenAndSara,0,34,32,44.2,76.1,31.1,31.1,76.1,15,4,0,11,762,5377,0,3,21.4,0.201,0,0,0
ClassE,KristenAndSara,63,34,32,0.0,0.0,0.0,0.0,0.0,1,0,0,1,600,600,0,0,-100.0,nan,0,0,0
ClassE,KristenAndSara,67,34,32,59.5,61.9,57.3,90.8,98.0,1,1,0,0,11,55,1,1,88.8,0.340,0,1,0
ClassE,KristenAndSara,all,34,32,41.5,63.8,30.8,33.0,68.4,17,5,0,12,1373,6032,1,4,17.8,0.226,0,1,0
ClassE,KristenAndSara,0,34,64,44.0,76.6,30.9,30.9,76.6,15,4,0,11,738,5395,0,0,21.4,0.202,0,0,0
ClassE,KristenAndSara,63,34,64,0.0,0.0,0.0,0.0,0.0,1,0,0,1,600,600,0,0,-100.0,nan,0,0,0
ClassE,KristenAndSara,67,34,64,57.9,58.4,57.3,98.2,100.0,1,1,0,0,0,11,1,1,98.0,0.345,0,1,0
ClassE,KristenAndSara,all,34,64,41.3,63.5,30.6,33.3,69.2,17,5,0,12,1338,6006,1,1,18.5,0.230,0,1,0
ClassE,KristenAndSara,0,38,16,41.3,75.3,28.5,30.5,80.6,15,4,0,11,572,5427,2,3,23.1,0.197,0,2,0
ClassE,KristenAndSara,63,38,16,0.0,0.0,0.0,0.0,0.0,1,0,0,1,600,600,0,0,-100.0,nan,0,0,0
ClassE,KristenAndSara,67,38,16,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.354,0,0,0
ClassE,KristenAndSara,all,38,16,42.9,68.0,31.3,33.1,71.8,17,5,0,12,1172,6027,2,3,20.1,0.229,0,2,0
ClassE,KristenAndSara,0,38,32,44.4,80.7,30.7,30.7,80.8,15,4,0,11,570,5411,1,3,23.4,0.198,0,1,0
ClassE,KristenAndSara,63,38,32,0.0,0.0,0.0,0.0,0.0,1,0,0,1,595,600,0,0,-99.2,nan,0,0,0
ClassE,KristenAndSara,67,38,32,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.353,0,0,0
ClassE,KristenAndSara,all,38,32,45.5,71.9,33.2,33.3,72.0,17,5,0,12,1165,6011,1,3,20.3,0.229,0,1,0
ClassE,KristenAndSara,0,38,64,41.6,76.2,28.6,30.5,81.3,15,4,0,11,549,5426,3,6,23.4,0.197,0,3,0
ClassE,KristenAndSara,63,38,64,0.0,0.0,0.0,0.0,0.0,1,0,0,1,603,600,0,0,-100.5,nan,0,0,0
ClassE,KristenAndSara,67,38,64,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.351,0,0,0
ClassE,KristenAndSara,all,38,64,43.1,68.5,31.4,33.1,72.1,17,5,0,12,1152,6026,3,6,20.3,0.228,0,3,0
