,class_cat,seq_name,class_id,qp,msr,IDF1,IDP,IDR,Rcll,Prcn,GT,MT,PT,ML,FP,FN,IDs,FM,MOTA,MOTP,IDt,IDa,IDm,num_matches,num_detections,num_objects,num_predictions,idtp,idfp,idfn
11,ClassD,RaceHorsesD,all,18,64,61.6,74.6,52.2,66.9,96.3,13,4,7,2,42,539,19,41,63.1,0.142,2,17,0,1068,1087,1626,1129,848.0,289.0,778.0
12,ClassD,RaceHorsesD,0,22,8,68.8,79.9,60.3,74.2,98.6,7,3,2,2,8,196,7,12,72.2,0.14,0,7,0,557,564,760,572,458.0,115.0,302.0
13,ClassD,RaceHorsesD,17,22,8,52.4,69.3,41.8,55.7,93.6,6,1,5,0,33,384,16,29,50.0,0.137,2,14,0,466,482,866,515,362.0,160.0,504.0
14,ClassD,RaceHorsesD,all,22,8,60.6,75.3,50.5,64.3,96.5,13,4,7,2,38,581,23,42,60.5,0.139,3,20,0,1022,1045,1626,1083,821.0,270.0,805.0
15,ClassD,RaceHorsesD,0,22,16,67.7,79.4,58.9,72.8,98.2,7,3,2,2,10,207,7,13,70.5,0.136,0,7,0,546,553,760,563,448.0,116.0,312.0
16,ClassD,RaceHorsesD,17,22,16,49.6,63.7,40.3,59.6,95.4,6,1,5,0,25,350,15,25,55.0,0.141,3,12,0,501,516,866,541,349.0,199.0,517.0
17,ClassD,RaceHorsesD,all,22,16,58.5,71.8,49.1,65.7,96.7,13,4,7,2,36,558,22,39,62.1,0.139,3,19,0,1046,1068,1626,1104,798.0,314.0,828.0
18,ClassD,RaceHorsesD,0,22,32,69.5,80.8,60.9,73.9,98.3,7,3,2,2,10,198,7,11,71.7,0.137,0,7,0,555,562,760,572,463.0,110.0,297.0
19,ClassD,RaceHorsesD,17,22,32,47.4,61.5,38.2,57.9,94.4,6,1,5,0,30,365,16,27,52.5,0.137,3,13,1,485,501,866,531,331.0,207.0,535.0
20,ClassD,RaceHorsesD,all,22,32,58.1,71.4,48.7,65.3,96.4,13,4,7,2,40,565,24,40,61.3,0.137,4,20,1,1037,1061,1626,1101,792.0,317.0,834.0
21,ClassD,RaceHorsesD,0,22,64,77.2,88.9,68.2,75.1,98.1,7,3,2,2,11,189,6,10,72.9,0.134,0,6,0,565,571,760,582,518.0,65.0,242.0
22,ClassD,RaceHorsesD,17,22,64,43.7,60.2,34.1,53.3,95.7,6,0,6,0,21,404,16,28,49.1,0.135,3,12,0,446,462,866,483,295.0,195.0,571.0
23,ClassD,RaceHorsesD,all,22,64,60.0,75.0,49.7,63.6,96.7,13,3,8,2,35,592,23,41,60.0,0.136,4,18,0,1011,1034,1626,1069,808.0,269.0,818.0
24,ClassD,RaceHorsesD,0,26,8,69.8,82.7,60.3,72.1,99.1,7,3,2,2,5,212,7,10,70.5,0.14,0,7,0,541,548,760,553,458.0,96.0,302.0
25,ClassD,RaceHorsesD,17,26,8,48.0,64.4,37.9,56.0,96.6,6,0,6,0,17,381,14,26,52.4,0.136,1,13,0,471,485,866,502,328.0,181.0,538.0
26,ClassD,RaceHorsesD,all,26,8,58.3,73.6,48.1,63.5,97.8,13,3,8,2,23,594,23,39,60.6,0.138,2,21,0,1009,1032,1626,1055,782.0,281.0,844.0
27,ClassD,RaceHorsesD,0,26,16,70.2,82.7,60.9,72.6,98.7,7,3,2,2,7,208,7,11,70.8,0.136,0,7,0,545,552,760,559,463.0,97.0,297.0
28,ClassD,RaceHorsesD,17,26,16,56.9,74.8,45.5,57.9,96.3,6,1,5,0,19,365,10,22,54.5,0.134,3,8,1,491,501,866,520,394.0,133.0,472.0
29,ClassD,RaceHorsesD,all,26,16,63.3,78.8,52.6,64.7,97.7,13,4,7,2,25,574,19,34,62.0,0.135,3,17,1,1033,1052,1626,1077,855.0,230.0,771.0
30,ClassD,RaceHorsesD,0,26,32,68.2,80.5,59.1,72.2,98.6,7,3,2,2,8,211,6,13,70.4,0.139,0,6,0,543,549,760,557,449.0,109.0,311.0
31,ClassD,RaceHorsesD,17,26,32,46.8,62.6,37.1,55.9,95.7,6,1,4,1,22,382,16,29,51.5,0.137,4,12,0,468,484,866,506,321.0,192.0,545.0
32,ClassD,RaceHorsesD,all,26,32,57.3,71.5,47.6,64.1,97.0,13,4,7,2,32,584,23,43,60.7,0.139,5,18,0,1019,1042,1626,1074,774.0,308.0,852.0
33,ClassD,RaceHorsesD,0,26,64,71.5,83.7,62.4,73.8,99.3,7,3,2,2,4,199,6,7,72.5,0.136,0,6,0,555,561,760,565,474.0,92.0,286.0
34,ClassD,RaceHorsesD,17,26,64,51.4,67.9,41.0,56.4,94.6,6,1,5,0,28,378,14,26,51.5,0.136,2,13,1,474,488,866,516,355.0,168.0,511.0
35,ClassD,RaceHorsesD,all,26,64,61.0,75.6,50.9,64.5,96.6,13,4,7,2,37,577,22,35,60.9,0.136,3,21,2,1027,1049,1626,1086,827.0,267.0,799.0
36,ClassD,RaceHorsesD,0,30,8,67.1,82.2,56.6,68.0,99.0,7,3,2,2,5,243,4,13,66.8,0.139,0,4,0,513,517,760,522,430.0,93.0,330.0
37,ClassD,RaceHorsesD,17,30,8,56.4,76.6,44.2,55.2,97.0,6,0,5,1,15,388,11,25,52.2,0.135,2,10,1,467,478,866,493,383.0,117.0,483.0
38,ClassD,RaceHorsesD,all,30,8,61.4,79.1,49.9,60.9,97.4,13,3,6,4,26,635,18,41,58.2,0.138,3,17,2,973,991,1626,1017,811.0,214.0,815.0
39,ClassD,RaceHorsesD,0,30,16,64.1,78.7,53.9,67.6,98.8,7,2,3,2,6,246,6,10,66.1,0.139,0,6,0,508,514,760,520,410.0,111.0,350.0
40,ClassD,RaceHorsesD,17,30,16,51.3,71.1,39.8,54.3,98.3,6,0,5,1,8,396,9,21,52.3,0.132,1,8,0,461,470,866,478,345.0,140.0,521.0
41,ClassD,RaceHorsesD,all,30,16,57.4,74.9,46.4,60.5,98.5,13,2,9,2,15,642,16,33,58.6,0.136,1,15,0,968,984,1626,999,754.0,253.0,872.0
42,ClassD,RaceHorsesD,0,30,32,65.4,78.7,55.9,70.1,98.9,7,3,2,2,6,227,7,13,68.4,0.143,0,7,0,526,533,760,539,425.0,115.0,335.0
43,ClassD,RaceHorsesD,17,30,32,52.6,72.1,41.1,54.5,96.9,6,0,5,1,15,394,8,23,51.8,0.135,1,8,1,464,472,866,487,356.0,138.0,510.0
44,ClassD,RaceHorsesD,all,30,32,58.9,75.4,48.1,61.9,97.9,13,3,7,3,22,619,16,37,59.6,0.139,1,16,1,991,1007,1626,1029,782.0,255.0,844.0
45,ClassD,RaceHorsesD,0,30,64,69.7,83.7,59.6,70.3,98.9,7,3,2,2,6,226,5,10,68.8,0.135,0,5,0,529,534,760,540,453.0,88.0,307.0
46,ClassD,RaceHorsesD,17,30,64,48.7,65.6,38.5,56.1,97.0,6,0,5,1,15,380,14,23,52.8,0.142,4,11,1,472,486,866,501,333.0,175.0,533.0
47,ClassD,RaceHorsesD,all,30,64,58.4,74.3,47.9,62.7,98.0,13,3,7,3,21,606,21,34,60.1,0.139,4,18,1,999,1020,1626,1041,779.0,270.0,847.0
48,ClassD,RaceHorsesD,0,34,8,52.5,66.3,43.4,64.6,98.8,7,2,3,2,6,269,7,12,62.9,0.144,0,7,0,484,491,760,497,330.0,168.0,430.0
49,ClassD,RaceHorsesD,17,34,8,42.5,67.1,30.8,44.0,97.4,6,0,5,1,10,485,13,26,41.3,0.125,2,11,0,368,381,866,391,267.0,131.0,599.0
50,ClassD,RaceHorsesD,all,34,8,47.8,66.9,37.0,53.7,98.1,13,2,8,3,17,753,21,39,51.4,0.136,4,18,1,852,873,1626,890,601.0,297.0,1025.0
51,ClassD,RaceHorsesD,0,34,16,50.9,64.3,42.1,64.5,98.6,7,2,2,3,7,270,8,12,62.5,0.155,0,8,0,482,490,760,497,320.0,178.0,440.0
52,ClassD,RaceHorsesD,17,34,16,42.8,64.4,31.8,47.9,98.8,6,0,5,1,5,451,13,26,45.8,0.133,1,12,0,402,415,866,420,275.0,152.0,591.0
53,ClassD,RaceHorsesD,all,34,16,46.8,64.2,36.6,55.8,98.7,13,2,7,4,12,719,20,38,53.8,0.146,1,19,0,887,907,1626,919,595.0,332.0,1031.0
54,ClassD,RaceHorsesD,0,34,32,60.5,78.7,49.1,61.4,98.7,7,2,2,3,6,293,5,13,60.0,0.146,0,5,0,462,467,760,473,373.0,101.0,387.0
55,ClassD,RaceHorsesD,17,34,32,41.2,59.1,31.4,51.3,98.0,6,0,5,1,9,422,12,23,48.8,0.142,1,11,0,432,444,866,453,272.0,188.0,594.0
56,ClassD,RaceHorsesD,all,34,32,49.1,67.2,38.4,55.8,98.4,13,2,7,4,15,719,18,37,53.8,0.144,1,17,0,889,907,1626,922,625.0,305.0,1001.0
57,ClassD,RaceHorsesD,0,34,64,61.1,78.4,50.0,63.3,99.4,7,2,2,3,3,279,5,13,62.2,0.14,0,5,0,476,481,760,484,380.0,105.0,380.0
58,ClassD,RaceHorsesD,17,34,64,40.5,60.2,30.3,49.1,99.3,6,0,5,1,3,441,12,25,47.3,0.128,3,10,1,413,425,866,428,262.0,173.0,604.0
59,ClassD,RaceHorsesD,all,34,64,50.7,69.7,39.7,56.0,99.2,13,2,8,3,7,715,18,40,54.5,0.136,6,14,2,893,911,1626,918,645.0,281.0,981.0
60,ClassD,RaceHorsesD,0,38,8,46.0,71.1,33.9,46.7,98.1,7,1,3,3,7,405,8,13,44.7,0.166,0,8,0,347,355,760,362,258.0,105.0,502.0
61,ClassD,RaceHorsesD,17,38,8,41.1,69.3,29.0,40.8,99.4,6,0,4,2,2,513,12,23,39.1,0.136,1,11,0,341,353,866,355,251.0,111.0,615.0
62,ClassD,RaceHorsesD,all,38,8,43.7,70.5,31.5,43.7,99.0,13,1,7,5,7,915,20,36,42.1,0.151,1,19,0,691,711,1626,718,512.0,214.0,1114.0
63,ClassD,RaceHorsesD,0,38,16,49.0,72.1,37.1,50.5,98.5,7,1,3,3,6,376,7,14,48.8,0.175,0,7,0,377,384,760,390,282.0,109.0,478.0
64,ClassD,RaceHorsesD,17,38,16,44.0,72.5,31.3,41.8,98.6,6,0,5,1,5,504,10,23,40.1,0.131,1,9,0,352,362,866,367,271.0,103.0,595.0
65,ClassD,RaceHorsesD,all,38,16,47.1,73.0,34.6,46.2,98.6,13,1,8,4,11,875,17,37,44.5,0.158,1,16,0,734,751,1626,762,562.0,208.0,1064.0
66,ClassD,RaceHorsesD,0,38,32,41.6,65.2,30.5,45.7,97.7,7,1,3,3,8,413,7,14,43.7,0.167,0,7,0,340,347,760,355,232.0,124.0,528.0
67,ClassD,RaceHorsesD,17,38,32,38.7,64.2,27.5,41.8,99.5,6,0,5,1,2,504,9,18,40.5,0.137,1,9,1,353,362,866,364,238.0,133.0,628.0
68,ClassD,RaceHorsesD,all,38,32,40.1,65.2,28.8,43.1,98.6,13,1,8,4,10,925,17,33,41.5,0.15,1,17,1,684,701,1626,711,469.0,250.0,1157.0
69,ClassD,RaceHorsesD,0,38,64,57.1,83.7,43.3,50.7,98.2,7,1,3,3,7,375,6,13,48.9,0.162,0,6,0,379,385,760,392,329.0,64.0,431.0
70,ClassD,RaceHorsesD,17,38,64,32.0,57.0,22.1,37.5,99.1,6,0,4,2,3,541,14,32,35.6,0.147,4,11,1,311,325,866,328,191.0,144.0,675.0
71,ClassD,RaceHorsesD,all,38,64,44.2,70.8,32.0,44.0,98.6,13,1,7,5,10,910,20,45,42.2,0.156,4,17,1,696,716,1626,726,520.0,214.0,1106.0
72,ClassD,RaceHorsesD,0,42,8,27.7,64.7,17.6,26.2,96.6,7,1,2,4,7,561,8,16,24.2,0.184,0,8,0,191,199,760,206,134.0,73.0,626.0
73,ClassD,RaceHorsesD,17,42,8,16.7,50.0,9.9,19.1,100.0,6,0,3,3,0,701,13,16,17.6,0.136,0,13,0,152,165,866,165,86.0,86.0,780.0
74,ClassD,RaceHorsesD,all,42,8,21.8,57.5,13.4,22.4,98.1,13,1,5,7,7,1262,22,34,20.6,0.162,1,21,0,342,364,1626,371,218.0,161.0,1408.0
75,ClassD,RaceHorsesD,0,42,16,31.0,79.8,19.2,23.6,98.4,7,1,1,5,3,581,8,14,22.1,0.171,0,8,0,171,179,760,182,146.0,37.0,614.0
76,ClassD,RaceHorsesD,17,42,16,19.5,51.8,11.9,22.2,100.0,6,0,2,4,0,674,8,14,21.2,0.143,0,8,0,184,192,866,192,103.0,96.0,763.0
77,ClassD,RaceHorsesD,all,42,16,24.8,63.8,15.3,23.4,99.5,13,1,3,9,2,1246,19,32,22.1,0.158,0,19,0,361,380,1626,382,249.0,141.0,1377.0
78,ClassD,RaceHorsesD,0,42,32,28.6,69.2,18.0,25.1,97.0,7,1,1,5,6,569,8,17,23.3,0.195,0,8,0,183,191,760,197,137.0,61.0,623.0
79,ClassD,RaceHorsesD,17,42,32,20.0,50.2,12.4,23.8,100.0,6,0,3,3,0,660,12,16,22.4,0.145,1,11,0,194,206,866,206,107.0,106.0,759.0
80,ClassD,RaceHorsesD,all,42,32,24.0,58.8,15.0,24.8,99.0,13,1,4,8,4,1223,22,35,23.2,0.17,3,19,0,381,403,1626,407,244.0,171.0,1382.0
81,ClassD,RaceHorsesD,0,42,64,34.6,73.5,22.6,28.2,91.8,7,1,2,4,19,546,6,14,24.9,0.169,0,6,0,208,214,760,233,172.0,62.0,588.0
82,ClassD,RaceHorsesD,17,42,64,27.9,63.4,17.8,26.7,97.9,6,0,2,4,5,635,12,18,24.7,0.14,0,12,0,219,231,866,236,154.0,89.0,712.0
83,ClassD,RaceHorsesD,all,42,64,33.6,72.8,21.7,27.9,95.0,13,1,4,8,24,1173,16,29,25.4,0.154,0,16,0,437,453,1626,477,353.0,132.0,1273.0
84,ClassD,RaceHorsesD,0,46,8,9.9,56.9,5.4,7.0,74.6,7,0,1,6,18,707,3,4,4.2,0.236,0,3,0,50,53,760,71,41.0,31.0,719.0
85,ClassD,RaceHorsesD,17,46,8,4.1,78.3,2.1,1.8,100.0,6,0,0,6,0,850,2,4,1.6,0.201,0,2,0,14,16,866,16,18.0,5.0,848.0
86,ClassD,RaceHorsesD,all,46,8,6.9,60.2,3.6,4.4,80.0,13,0,1,12,18,1554,5,8,3.0,0.226,0,5,0,67,72,1626,90,59.0,39.0,1567.0
87,ClassD,RaceHorsesD,0,46,16,13.1,69.6,7.2,8.9,87.2,7,1,0,6,10,692,3,5,7.2,0.27,0,3,0,65,68,760,78,55.0,24.0,705.0
88,ClassD,RaceHorsesD,17,46,16,3.9,73.9,2.0,1.8,100.0,6,0,0,6,0,850,3,3,1.5,0.269,0,3,0,13,16,866,16,17.0,6.0,849.0
89,ClassD,RaceHorsesD,all,46,16,9.9,75.4,5.3,6.4,98.1,13,1,0,12,2,1522,6,8,5.9,0.249,0,6,0,98,104,1626,106,86.0,28.0,1540.0
90,ClassD,RaceHorsesD,0,46,32,10.5,70.5,5.7,6.2,78.3,7,0,1,6,13,713,2,5,4.2,0.194,0,2,0,45,47,760,60,43.0,18.0,717.0
91,ClassD,RaceHorsesD,17,46,32,5.4,77.4,2.8,2.8,100.0,6,0,0,6,0,842,2,2,2.5,0.142,0,2,0,22,24,866,24,24.0,7.0,842.0
92,ClassD,RaceHorsesD,all,46,32,8.2,76.1,4.3,4.7,90.5,13,0,1,12,8,1550,5,8,3.9,0.183,0,5,0,71,76,1626,84,70.0,22.0,1556.0
93,ClassD,RaceHorsesD,0,46,64,9.7,62.5,5.3,7.6,92.1,7,0,1,6,5,702,7,9,6.1,0.228,0,7,0,51,58,760,63,40.0,24.0,720.0
94,ClassD,RaceHorsesD,17,46,64,4.1,66.7,2.1,2.3,100.0,6,0,0,6,0,846,3,3,2.0,0.143,0,3,0,17,20,866,20,18.0,9.0,848.0
95,ClassD,RaceHorsesD,all,46,64,7.1,62.2,3.8,5.2,94.4,13,0,1,12,5,1541,11,14,4.2,0.206,1,10,0,74,85,1626,90,61.0,37.0,1565.0
496,ClassE,FourPeople,0,18,8,27.6,65.2,17.5,21.7,81.0,22,5,0,17,675,10331,13,27,16.5,0.279,0,10,0,2856,2869,13200,3544,2312.0,1232.0,10888.0
497,ClassE,FourPeople,41,18,8,72.5,60.5,90.3,92.3,61.9,4,4,0,0,1366,184,3,5,35.3,0.307,0,3,0,2213,2216,2400,3582,2167.0,1415.0,233.0
498,ClassE,FourPeople,56,18,8,35.9,24.7,66.0,90.2,33.7,2,2,0,0,527,29,2,1,-87.9,0.311,0,2,0,266,268,297,795,196.0,599.0,101.0
499,ClassE,FourPeople,58,18,8,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.338,0,0,0,600,600,600,600,600.0,0.0,0.0
500,ClassE,FourPeople,all,18,8,42.2,61.9,32.0,36.1,69.9,29,12,0,17,2568,10544,18,33,20.4,0.297,0,15,0,5935,5953,16497,8521,5275.0,3246.0,11222.0
501,ClassE,FourPeople,0,18,16,27.4,65.1,17.3,21.7,81.3,22,5,0,17,656,10341,18,24,16.6,0.287,0,12,0,2841,2859,13200,3515,2287.0,1228.0,10913.0
502,ClassE,FourPeople,41,18,16,62.6,52.1,78.4,92.0,61.2,4,4,0,0,1402,191,4,5,33.5,0.305,0,4,0,2205,2209,2400,3611,1882.0,1729.0,518.0
503,ClassE,FourPeople,56,18,16,37.9,26.6,66.0,89.9,36.2,2,2,0,0,470,30,2,1,-69.0,0.311,0,2,0,265,267,297,737,196.0,541.0,101.0
504,ClassE,FourPeople,58,18,16,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.337,0,0,0,600,600,600,600,600.0,0.0,0.0
505,ClassE,FourPeople,all,18,16,39.8,58.7,30.1,36.0,70.1,29,12,0,17,2528,10562,24,30,20.5,0.3,0,18,0,5911,5935,16497,8463,4965.0,3498.0,11532.0
496,ClassE,FourPeople,0,18,32,26.5,63.0,16.8,21.5,80.8,22,5,0,17,677,10358,16,25,16.3,0.283,0,10,0,2826,2842,13200,3519,2217.0,1302.0,10983.0
497,ClassE,FourPeople,41,18,32,71.9,59.8,90.2,92.0,61.0,4,4,0,0,1410,192,2,4,33.2,0.307,0,2,0,2206,2208,2400,3618,2164.0,1454.0,236.0
498,ClassE,FourPeople,56,18,32,37.9,26.9,64.3,88.2,36.8,2,2,0,0,449,35,2,2,-63.6,0.306,0,2,0,260,262,297,711,191.0,520.0,106.0
499,ClassE,FourPeople,58,18,32,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.342,0,0,0,600,600,600,600,600.0,0.0,0.0
500,ClassE,FourPeople,all,18,32,41.5,61.2,31.4,35.8,70.0,29,12,0,17,2536,10585,20,31,20.3,0.299,0,14,0,5892,5912,16497,8448,5172.0,3276.0,11325.0
501,ClassE,FourPeople,0,18,64,26.4,62.8,16.8,21.9,82.1,22,5,0,17,632,10309,14,32,17.0,0.289,0,13,0,2877,2891,13200,3523,2211.0,1312.0,10989.0
502,ClassE,FourPeople,41,18,64,72.3,60.3,90.2,92.0,61.5,4,4,0,0,1384,192,3,4,34.2,0.307,0,3,0,2205,2208,2400,3592,2166.0,1426.0,234.0
503,ClassE,FourPeople,56,18,64,36.6,25.6,64.3,88.6,35.2,2,2,0,0,484,34,2,2,-75.1,0.309,0,2,0,261,263,297,747,191.0,556.0,106.0
504,ClassE,FourPeople,58,18,64,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.34,0,0,0,600,600,600,600,600.0,0.0,0.0
505,ClassE,FourPeople,all,18,64,41.4,61.1,31.3,36.1,70.4,29,12,0,17,2501,10536,19,37,20.9,0.302,0,18,0,5942,5961,16497,8462,5168.0,3294.0,11329.0
506,ClassE,FourPeople,0,22,8,29.9,70.2,19.0,22.3,82.5,22,5,0,17,625,10256,12,24,17.5,0.273,0,8,0,2932,2944,13200,3569,2505.0,1064.0,10695.0
507,ClassE,FourPeople,41,22,8,72.6,60.7,90.4,92.5,62.1,4,4,0,0,1357,180,3,4,35.8,0.308,0,3,0,2217,2220,2400,3577,2170.0,1407.0,230.0
508,ClassE,FourPeople,56,22,8,32.3,22.9,54.5,82.8,34.8,2,2,0,0,461,51,4,3,-73.7,0.298,0,4,0,242,246,297,707,162.0,545.0,135.0
509,ClassE,FourPeople,58,22,8,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.336,0,0,0,600,600,600,600,600.0,0.0,0.0
510,ClassE,FourPeople,all,22,8,43.6,64.3,33.0,36.4,71.1,29,12,0,17,2443,10487,19,31,21.5,0.294,0,15,0,5991,6010,16497,8453,5437.0,3016.0,11060.0
511,ClassE,FourPeople,0,22,16,31.1,73.7,19.7,21.8,81.6,22,5,0,17,648,10324,7,18,16.8,0.265,0,6,0,2869,2876,13200,3524,2598.0,926.0,10602.0
512,ClassE,FourPeople,41,22,16,72.0,59.8,90.4,92.2,61.0,4,4,0,0,1415,187,2,3,33.2,0.311,0,2,0,2211,2213,2400,3628,2170.0,1458.0,230.0
513,ClassE,FourPeople,56,22,16,36.0,24.7,66.3,90.2,33.6,2,2,0,0,529,29,2,1,-88.6,0.3,0,2,0,266,268,297,797,197.0,600.0,100.0
514,ClassE,FourPeople,58,22,16,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.338,0,0,0,600,600,600,600,600.0,0.0,0.0
515,ClassE,FourPeople,all,22,16,44.4,65.1,33.7,36.1,69.7,29,12,0,17,2592,10540,11,22,20.3,0.291,0,10,0,5946,5957,16497,8549,5565.0,2984.0,10932.0
506,ClassE,FourPeople,0,22,32,31.7,76.1,20.0,22.3,84.7,22,5,0,17,532,10257,7,21,18.2,0.264,0,6,0,2936,2943,13200,3475,2643.0,832.0,10557.0
507,ClassE,FourPeople,41,22,32,72.2,60.1,90.5,92.6,61.6,4,4,0,0,1388,178,3,4,34.6,0.31,0,3,0,2219,2222,2400,3610,2171.0,1439.0,229.0
508,ClassE,FourPeople,56,22,32,36.9,25.6,66.3,89.9,34.7,2,2,0,0,503,30,2,1,-80.1,0.301,0,2,0,265,267,297,770,197.0,573.0,100.0
509,ClassE,FourPeople,58,22,32,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.339,0,0,0,600,600,600,600,600.0,0.0,0.0
510,ClassE,FourPeople,all,22,32,45.0,66.4,34.0,36.6,71.3,29,12,0,17,2423,10465,12,26,21.8,0.29,0,11,0,6020,6032,16497,8455,5611.0,2844.0,10886.0
511,ClassE,FourPeople,0,22,64,27.6,65.3,17.5,22.2,82.7,22,5,0,17,611,10273,9,25,17.5,0.284,0,9,0,2918,2927,13200,3538,2309.0,1229.0,10891.0
512,ClassE,FourPeople,41,22,64,72.0,59.9,90.2,92.2,61.1,4,4,0,0,1406,188,4,5,33.4,0.308,0,4,0,2208,2212,2400,3618,2166.0,1452.0,234.0
513,ClassE,FourPeople,56,22,64,37.3,25.9,66.3,89.9,35.1,2,2,0,0,493,30,2,1,-76.8,0.301,0,2,0,265,267,297,760,197.0,563.0,100.0
514,ClassE,FourPeople,58,22,64,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.341,0,0,0,600,600,600,600,600.0,0.0,0.0
515,ClassE,FourPeople,all,22,64,42.2,61.9,32.0,36.4,70.5,29,12,0,17,2510,10491,15,31,21.1,0.3,0,15,0,5991,6006,16497,8516,5272.0,3244.0,11225.0
516,ClassE,FourPeople,0,26,8,33.2,79.9,20.9,22.4,85.4,22,5,0,17,507,10246,9,22,18.5,0.266,0,7,0,2945,2954,13200,3461,2764.0,697.0,10436.0
517,ClassE,FourPeople,41,26,8,73.1,61.3,90.4,92.3,62.6,4,4,0,0,1322,184,3,3,37.1,0.314,0,3,0,2213,2216,2400,3538,2170.0,1368.0,230.0
518,ClassE,FourPeople,56,26,8,37.8,26.4,66.3,90.2,36.0,2,2,0,0,477,29,2,1,-71.0,0.31,0,2,0,266,268,297,745,197.0,548.0,100.0
519,ClassE,FourPeople,58,26,8,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.337,0,0,0,600,600,600,600,600.0,0.0,0.0
520,ClassE,FourPeople,all,26,8,46.1,68.7,34.7,36.6,72.4,29,12,0,17,2306,10459,14,26,22.5,0.293,0,12,0,6024,6038,16497,8344,5731.0,2613.0,10766.0
521,ClassE,FourPeople,0,26,16,29.4,71.7,18.5,22.6,87.4,22,5,0,17,429,10219,9,18,19.3,0.258,0,8,0,2972,2981,13200,3410,2444.0,966.0,10756.0
522,ClassE,FourPeople,41,26,16,73.2,61.6,90.2,91.5,62.6,4,4,0,0,1315,203,2,4,36.7,0.315,0,2,0,2195,2197,2400,3512,2165.0,1347.0,235.0
523,ClassE,FourPeople,56,26,16,45.2,31.9,77.8,91.6,37.5,2,2,0,0,453,25,1,1,-61.3,0.305,0,1,0,271,272,297,725,231.0,494.0,66.0
524,ClassE,FourPeople,58,26,16,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.337,0,0,0,600,600,600,600,600.0,0.0,0.0
525,ClassE,FourPeople,all,26,16,44.0,66.0,33.0,36.7,73.4,29,12,0,17,2197,10447,12,23,23.3,0.289,0,11,0,6038,6050,16497,8247,5440.0,2807.0,11057.0
516,ClassE,FourPeople,0,26,32,31.2,74.5,19.7,22.2,84.1,22,5,0,17,556,10265,8,20,18.0,0.266,0,7,0,2927,2935,13200,3491,2601.0,890.0,10599.0
517,ClassE,FourPeople,41,26,32,62.4,51.8,78.5,91.9,60.6,4,4,0,0,1434,194,4,4,32.0,0.314,0,4,0,2202,2206,2400,3640,1884.0,1756.0,516.0
518,ClassE,FourPeople,56,26,32,34.4,23.4,64.6,88.6,32.1,2,2,0,0,557,34,2,2,-99.7,0.312,0,2,0,261,263,297,820,192.0,628.0,105.0
519,ClassE,FourPeople,58,26,32,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.332,0,0,0,600,600,600,600,600.0,0.0,0.0
520,ClassE,FourPeople,all,26,32,42.1,61.7,32.0,36.4,70.2,29,12,0,17,2547,10493,14,26,20.9,0.292,0,13,0,5990,6004,16497,8551,5277.0,3274.0,11220.0
521,ClassE,FourPeople,0,26,64,33.3,80.8,20.9,22.4,86.5,22,5,0,17,463,10239,5,15,18.9,0.257,0,4,0,2956,2961,13200,3424,2765.0,659.0,10435.0
522,ClassE,FourPeople,41,26,64,71.7,59.5,90.4,92.1,60.6,4,4,0,0,1436,189,3,3,32.2,0.314,0,3,0,2208,2211,2400,3647,2169.0,1478.0,231.0
523,ClassE,FourPeople,56,26,64,35.4,24.2,66.3,89.9,32.8,2,2,0,0,548,30,2,1,-95.3,0.299,0,2,0,265,267,297,815,197.0,618.0,100.0
524,ClassE,FourPeople,58,26,64,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.336,0,0,0,600,600,600,600,600.0,0.0,0.0
525,ClassE,FourPeople,all,26,64,45.9,67.5,34.7,36.6,71.2,29,12,0,17,2447,10458,10,19,21.7,0.288,0,9,0,6029,6039,16497,8486,5731.0,2755.0,10766.0
526,ClassE,FourPeople,0,30,8,29.7,70.0,18.8,23.0,85.5,22,5,0,17,515,10168,12,20,19.0,0.283,0,9,0,3020,3032,13200,3547,2484.0,1063.0,10716.0
527,ClassE,FourPeople,41,30,8,72.8,60.9,90.4,91.4,61.6,4,4,0,0,1365,206,4,4,34.4,0.309,0,4,0,2190,2194,2400,3559,2169.0,1390.0,231.0
528,ClassE,FourPeople,56,30,8,31.5,20.6,66.3,90.6,28.2,2,2,0,0,686,28,2,1,-141.1,0.311,0,2,0,267,269,297,955,197.0,758.0,100.0
