class_cat,seq_name,class_id,qp,msr,mAP,IDF1,IDP,IDR,Rcll,Prcn,GT,MT,PT,ML,FP,FN,IDs,FM,MOTA,MOTP,IDt,IDa,IDm,num_matches,num_detections,num_objects,num_predictions,idtp,idfp,idfn
ClassE,KristenAndSara,67,46,16,99.78957628993354,97.5,95.8,99.2,99.2,95.8,1,1,0,0,26,5,0,1,94.8,0.348,0,0,0,595,595,600,621,595.0,26.0,5.0
ClassE,KristenAndSara,all,46,16,39.29346754208559,33.1,78.9,21.0,22.9,86.3,17,3,1,13,329,6942,5,20,19.2,0.216,0,5,0,2060,2065,9007,2394,1888.0,506.0,7119.0
ClassE,KristenAndSara,0,46,32,17.768897578809536,23.3,59.2,14.5,18.0,73.7,15,2,1,12,502,6400,13,23,11.4,0.143,0,13,0,1394,1407,7807,1909,1130.0,779.0,6677.0
ClassE,KristenAndSara,63,46,32,0.0,0.0,nan,0.0,0.0,nan,1,0,0,1,0,600,0,0,0.0,nan,0,0,0,0,0,600,0,0.0,0.0,600.0
ClassE,KristenAndSara,67,46,32,90.49417759971551,73.2,78.2,68.8,88.0,100.0,1,1,0,0,0,72,2,2,87.7,0.340,0,2,0,526,528,600,528,413.0,115.0,187.0
ClassE,KristenAndSara,all,46,32,36.08769172617502,27.0,63.3,17.1,21.5,79.4,17,3,1,13,502,7072,15,25,15.7,0.197,0,15,0,1920,1935,9007,2437,1543.0,894.0,7464.0
ClassE,KristenAndSara,0,46,64,16.4319399267481,23.7,63.8,14.5,16.8,73.5,15,2,0,13,471,6499,6,15,10.6,0.142,0,6,0,1302,1308,7807,1779,1135.0,644.0,6672.0
ClassE,KristenAndSara,63,46,64,0.0,0.0,nan,0.0,0.0,nan,1,0,0,1,0,600,0,0,0.0,nan,0,0,0,0,0,600,0,0.0,0.0,600.0
ClassE,KristenAndSara,67,46,64,87.08165484780389,64.2,71.9,58.0,80.7,100.0,1,1,0,0,0,116,4,7,80.0,0.327,0,4,0,480,484,600,484,348.0,136.0,252.0
ClassE,KristenAndSara,all,46,64,34.504531591517335,26.3,65.5,16.5,19.9,79.2,17,3,0,14,471,7215,10,22,14.6,0.192,0,10,0,1782,1792,9007,2263,1483.0,780.0,7524.0
