class_cat,seq_name,class_id,qp,msr,mAP,IDF1,IDP,IDR,Rcll,Prcn,GT,MT,PT,ML,FP,FN,IDs,FM,MOTA,MOTP,IDt,IDa,IDm,num_matches,num_detections,num_objects,num_predictions,idtp,idfp,idfn
ClassC,BasketballDrill,0,38,8,79.13601398878617,23.5,29.5,19.5,65.3,98.8,6,1,5,0,20,877,49,77,62.6,0.212,2,47,0,1601,1650,2527,1670,494.0,1179.0,2033.0
ClassC,BasketballDrill,32,38,8,14.274996945255753,1.1,7.1,0.6,2.8,33.3,2,0,0,2,56,970,9,9,-3.7,0.129,0,9,0,19,28,998,84,6.0,78.0,992.0
ClassC,BasketballDrill,56,38,8,0.0,0.4,100.0,0.2,0.0,nan,3,0,0,3,0,1500,0,0,0.0,nan,0,0,0,0,0,1500,0,3.0,0.0,1497.0
ClassC,BasketballDrill,all,38,8,31.13701560946376,14.8,28.6,10.0,33.4,95.7,11,1,5,5,76,3347,58,86,30.7,0.211,2,56,0,1620,1678,5025,1754,503.0,1257.0,4522.0
ClassC,BasketballDrill,0,38,16,79.48226956399895,27.2,33.5,22.8,66.5,98.0,6,2,4,0,34,846,42,69,63.5,0.213,2,40,0,1639,1681,2527,1715,576.0,1142.0,1951.0
ClassC,BasketballDrill,32,38,16,16.937260427627386,2.7,31.1,1.4,4.5,100.0,2,0,0,2,0,953,12,12,3.3,0.149,0,12,0,33,45,998,45,14.0,31.0,984.0
ClassC,BasketballDrill,56,38,16,0.0,0.4,100.0,0.2,0.0,nan,3,0,0,3,0,1500,0,0,0.0,nan,0,0,0,0,0,1500,0,3.0,0.0,1497.0
ClassC,BasketballDrill,all,38,16,32.139843330542114,17.5,33.7,11.8,34.2,97.8,11,2,4,5,38,3307,55,84,32.3,0.212,2,53,0,1663,1718,5025,1756,593.0,1169.0,4432.0
ClassC,BasketballDrill,0,38,32,80.12959381182851,30.5,36.8,25.9,68.8,97.9,6,2,4,0,37,789,37,64,65.8,0.217,1,36,0,1701,1738,2527,1775,655.0,1123.0,1872.0
ClassC,BasketballDrill,32,38,32,15.051949900845486,0.9,5.3,0.5,3.0,31.6,2,0,0,2,65,968,10,11,-4.5,0.153,0,10,0,20,30,998,95,5.0,90.0,993.0
ClassC,BasketballDrill,56,38,32,0.0,0.4,100.0,0.2,0.0,nan,3,0,0,3,0,1500,0,0,0.0,nan,0,0,0,0,0,1500,0,3.0,0.0,1497.0
ClassC,BasketballDrill,all,38,32,31.727181237558,19.2,35.5,13.2,35.1,94.6,11,2,4,5,101,3262,47,77,32.1,0.216,1,46,0,1716,1763,5025,1864,663.0,1207.0,4362.0
ClassC,BasketballDrill,0,38,64,79.84332473068956,27.4,33.8,23.0,66.8,98.4,6,2,4,0,27,839,39,65,64.2,0.214,2,37,0,1649,1688,2527,1715,581.0,1137.0,1946.0
ClassC,BasketballDrill,32,38,64,16.978116350602917,1.5,10.7,0.8,4.3,57.3,2,0,0,2,32,955,10,11,0.1,0.146,0,10,0,33,43,998,75,8.0,67.0,990.0
ClassC,BasketballDrill,56,38,64,0.0,0.4,100.0,0.2,0.0,nan,3,0,0,3,0,1500,0,0,0.0,nan,0,0,0,0,0,1500,0,3.0,0.0,1497.0
ClassC,BasketballDrill,all,38,64,32.27381369376416,17.4,33.0,11.8,34.4,96.7,11,2,4,5,59,3294,49,76,32.3,0.213,2,47,0,1682,1731,5025,1790,592.0,1204.0,4433.0
ClassC,BasketballDrill,0,42,8,70.15652759167152,21.0,29.4,16.3,54.1,97.5,6,0,6,0,35,1161,51,83,50.7,0.231,0,51,0,1315,1366,2527,1401,413.0,991.0,2114.0
ClassC,BasketballDrill,32,42,8,6.625645719750272,0.8,13.8,0.4,0.8,27.6,2,0,0,2,21,990,3,4,-1.6,0.149,0,3,0,5,8,998,29,4.0,25.0,994.0
ClassC,BasketballDrill,56,42,8,0.0,0.4,100.0,0.2,0.0,nan,3,0,0,3,0,1500,0,0,0.0,nan,0,0,0,0,0,1500,0,3.0,0.0,1497.0
ClassC,BasketballDrill,all,42,8,25.59405777047393,13.0,29.2,8.4,27.3,96.1,11,0,6,5,56,3651,54,87,25.2,0.230,0,54,0,1320,1374,5025,1430,420.0,1016.0,4605.0
ClassC,BasketballDrill,0,42,16,70.83737241320087,18.4,25.3,14.5,55.5,97.2,6,0,6,0,41,1125,47,76,52.0,0.226,0,47,0,1355,1402,2527,1443,366.0,1080.0,2161.0
ClassC,BasketballDrill,32,42,16,8.093165650979477,0.6,27.3,0.3,1.1,100.0,2,0,0,2,0,987,5,5,0.6,0.132,0,5,0,6,11,998,11,3.0,8.0,995.0
ClassC,BasketballDrill,56,42,16,0.0,0.4,100.0,0.2,0.0,nan,3,0,0,3,0,1500,0,0,0.0,nan,0,0,0,0,0,1500,0,3.0,0.0,1497.0
ClassC,BasketballDrill,all,42,16,26.310179354726777,11.5,25.5,7.4,28.1,97.2,11,0,6,5,41,3612,52,81,26.3,0.226,0,52,0,1361,1413,5025,1454,372.0,1088.0,4653.0
ClassC,BasketballDrill,0,42,32,70.18969013842266,21.1,29.7,16.3,53.2,97.2,6,0,6,0,39,1183,51,80,49.6,0.227,0,51,0,1293,1344,2527,1383,412.0,974.0,2115.0
ClassC,BasketballDrill,32,42,32,7.761394675442289,0.6,21.4,0.3,0.6,42.9,2,0,0,2,8,992,2,2,-0.4,0.165,0,2,0,4,6,998,14,3.0,11.0,995.0
ClassC,BasketballDrill,56,42,32,0.0,0.4,100.0,0.2,0.0,nan,3,0,0,3,0,1500,0,0,0.0,nan,0,0,0,0,0,1500,0,3.0,0.0,1497.0
ClassC,BasketballDrill,all,42,32,25.983694937954983,13.0,29.8,8.3,26.9,96.6,11,0,6,5,47,3675,53,82,24.9,0.227,0,53,0,1297,1350,5025,1397,418.0,985.0,4607.0
ClassC,BasketballDrill,0,42,64,72.10596761833972,25.8,35.4,20.3,55.8,97.2,6,0,6,0,40,1117,43,81,52.5,0.227,0,43,0,1367,1410,2527,1450,514.0,939.0,2013.0
ClassC,BasketballDrill,32,42,64,6.29887490570415,0.8,7.5,0.4,0.9,17.0,2,0,0,2,44,989,3,3,-3.8,0.157,0,3,0,6,9,998,53,4.0,49.0,994.0
ClassC,BasketballDrill,56,42,64,0.0,0.4,100.0,0.2,0.0,nan,3,0,0,3,0,1500,0,0,0.0,nan,0,0,0,0,0,1500,0,3.0,0.0,1497.0
ClassC,BasketballDrill,all,42,64,26.134947508014623,16.0,34.5,10.4,28.2,94.4,11,0,6,5,84,3606,46,84,25.7,0.226,0,46,0,1373,1419,5025,1503,521.0,988.0,4504.0
ClassC,BasketballDrill,0,46,8,49.687769814809116,14.6,29.1,9.8,30.8,92.1,6,0,4,2,67,1748,43,79,26.5,0.261,0,43,0,736,779,2527,846,247.0,602.0,2280.0
ClassC,BasketballDrill,32,46,8,0.29460630663035475,0.0,nan,0.0,0.0,nan,2,0,0,2,0,998,0,0,0.0,nan,0,0,0,0,0,998,0,0.0,0.0,998.0
ClassC,BasketballDrill,56,46,8,0.0,0.4,100.0,0.2,0.0,nan,3,0,0,3,0,1500,0,0,0.0,nan,0,0,0,0,0,1500,0,3.0,0.0,1497.0
ClassC,BasketballDrill,all,46,8,16.660792040479823,8.5,29.3,5.0,15.5,92.1,11,0,4,7,67,4246,43,79,13.3,0.261,0,43,0,736,779,5025,846,250.0,602.0,4775.0
ClassC,BasketballDrill,0,46,16,50.35634888052339,16.1,29.7,11.0,34.7,93.6,6,0,4,2,60,1651,42,67,30.6,0.252,1,41,0,834,876,2527,936,279.0,660.0,2248.0
ClassC,BasketballDrill,32,46,16,1.2559173180415666,0.2,100.0,0.1,0.1,100.0,2,0,0,2,0,997,0,0,0.1,0.115,0,0,0,1,1,998,1,1.0,0.0,997.0
ClassC,BasketballDrill,56,46,16,0.0,0.4,100.0,0.2,0.0,nan,3,0,0,3,0,1500,0,0,0.0,nan,0,0,0,0,0,1500,0,3.0,0.0,1497.0
ClassC,BasketballDrill,all,46,16,17.204088732854984,9.5,30.0,5.6,17.5,93.6,11,0,4,7,60,4148,42,67,15.4,0.252,1,41,0,835,877,5025,937,283.0,660.0,4742.0
